Date,CSCO,SBUX,AMZN,MSFT,AMD,FB,TSLA,ZNGA,QCOM,AAPL
2013-04-11,97.60956175298804,94.8207171314741,93.22709163346613,45.81673306772908,25.099601593625497,,99.20318725099601,60.95617529880478,97.21115537848605,6.374501992031872
2013-04-12,95.61752988047809,96.81274900398407,96.01593625498008,43.82470119521912,22.709163346613547,,99.20318725099601,61.75298804780876,93.62549800796813,3.9840637450199203
2013-04-15,89.24302788844622,90.43824701195219,89.64143426294821,43.42629482071713,18.326693227091635,,98.40637450199203,54.581673306772906,82.86852589641434,0.0
2013-04-16,92.03187250996017,94.8207171314741,94.8207171314741,47.41035856573705,21.115537848605577,,100.0,57.76892430278885,86.45418326693228,1.9920318725099602
2013-04-17,76.89243027888446,93.22709163346613,88.84462151394422,45.418326693227094,18.725099601593627,,99.60159362549801,54.9800796812749,69.7211155378486,0.0
2013-04-18,75.2988047808765,90.83665338645419,74.5019920318725,44.62151394422311,25.49800796812749,,100.0,53.386454183266935,64.9402390438247,0.0
2013-04-19,72.90836653386454,95.2191235059761,76.49402390438247,66.53386454183267,23.50597609561753,,100.0,54.18326693227092,68.92430278884463,0.0
2013-04-22,75.2988047808765,97.60956175298804,82.07171314741036,90.43824701195219,23.50597609561753,,100.0,56.17529880478088,74.5019920318725,0.796812749003984
2013-04-23,84.06374501992032,99.20318725099601,90.43824701195219,82.47011952191235,29.48207171314741,,100.0,53.78486055776892,83.26693227091633,1.593625498007968
2013-04-24,70.91633466135458,99.60159362549801,90.0398406374502,96.81274900398407,38.645418326693225,,99.60159362549801,60.55776892430279,90.43824701195219,1.593625498007968
2013-04-25,76.49402390438247,99.60159362549801,98.40637450199203,98.00796812749005,45.418326693227094,,100.0,51.39442231075697,51.39442231075697,2.3904382470119523
2013-04-26,76.89243027888446,99.20318725099601,60.55776892430279,97.21115537848605,41.832669322709165,,99.60159362549801,61.75298804780876,36.65338645418327,2.7888446215139444
2013-04-29,86.05577689243027,99.60159362549801,52.191235059760956,100.0,46.21513944223108,,100.0,60.1593625498008,37.84860557768924,8.366533864541832
2013-04-30,83.66533864541833,100.0,58.56573705179283,100.0,52.98804780876494,,99.60159362549801,55.37848605577689,37.45019920318725,13.944223107569721
2013-05-01,68.52589641434263,98.80478087649402,49.40239043824701,99.60159362549801,56.17529880478088,,99.20318725099601,54.581673306772906,43.02788844621514,12.350597609561753
2013-05-02,76.09561752988049,98.80478087649402,56.97211155378486,100.0,58.96414342629482,,99.60159362549801,56.97211155378486,58.96414342629482,15.936254980079681
2013-05-03,79.6812749003984,100.0,67.33067729083665,100.0,62.15139442231076,,99.60159362549801,58.167330677290835,66.53386454183267,17.92828685258964
2013-05-06,77.29083665338645,100.0,61.354581673306775,100.0,62.54980079681275,,100.0,57.37051792828685,67.72908366533865,24.302788844621514
2013-05-07,67.33067729083665,99.60159362549801,65.33864541832669,99.20318725099601,61.354581673306775,,99.60159362549801,51.79282868525896,68.92430278884463,23.50597609561753
2013-05-08,74.9003984063745,99.60159362549801,68.52589641434263,98.00796812749005,66.93227091633466,,99.60159362549801,62.15139442231076,69.32270916334662,26.294820717131476
2013-05-09,79.6812749003984,99.20318725099601,73.30677290836654,97.21115537848605,67.72908366533865,,100.0,58.167330677290835,68.92430278884463,21.91235059760956
2013-05-10,90.0398406374502,100.0,80.87649402390439,97.21115537848605,70.11952191235059,,100.0,60.1593625498008,73.70517928286853,20.318725099601593
2013-05-13,94.02390438247012,99.60159362549801,81.27490039840637,98.00796812749005,78.08764940239044,,100.0,72.90836653386454,76.89243027888446,21.51394422310757
2013-05-14,94.02390438247012,100.0,88.84462151394422,99.60159362549801,79.6812749003984,,99.60159362549801,64.54183266932272,82.07171314741036,15.53784860557769
2013-05-15,92.03187250996017,100.0,86.45418326693228,100.0,80.87649402390439,,99.60159362549801,73.70517928286853,84.4621513944223,7.171314741035856
